Melichrus_procumbens,0
Melichrus_urceolatus,0
Menziesia_ciliicalyx,0
Menziesia_pilosa,1
Moneses_uniflora,0
Monotoca_aristata,NA
Monotoca_elliptica,0
Monotoca_empetrifolia,0
Monotoca_ledifolia,0
Monotoca_leucantha,0
Monotoca_rotundifolia,1
Monotoca_scoparia,0
Monotropa_hypopitys,0
Montitega_dealbata,NA
Needhamiella_pumilio,0
Notopora_schomburgkii,0
Oligarrhena_micrantha,0
Oreanthes_glanduliferus,1
Orthaea_apophysata,NA
Orthaea_venamensis,0
Orthilia_secunda,0
Oxydendrum_arboreum,1
Paphia_meiniana,NA
Paphia_stenantha,NA
Pentachondra_involucrata,0
Pentachondra_pumila,1
Pernettya_prostrata,1
Phyllodoce_aleutica,1
Phyllodoce_caerulea,0
Phyllodoce_empetriformis,0
Phyllodoce_nipponica,0
Pieris_floribunda,1
Pieris_formosa,1
Pieris_japonica,0
Pieris_koidzumiana,NA
Pieris_nana,NA
Pieris_phillyreifolia,0
Planocarpa_nitida,0
Planocarpa_petiolaris,0
Plutarchia_ecuadorensis,1
Polyclita_turbinata,1
Prionotes_cerinthoides,0
Psammisia_sclerantha,1
Psammisia_ulbrichiana,1
Pyrola_elliptica,0
Pyrola_grandiflora,0
Pyrola_minor,0
Pyrola_picta,1
Pyrola_rotundifolia,0
Rhododendron_albiflorum,0
Rhododendron_anthosphaerum,1
Rhododendron_arboreum,1
Rhododendron_arizelum,1
Rhododendron_atlanticum,0
Rhododendron_auriculatum,NA
Rhododendron_beesianum,1
Rhododendron_calophytum,1
Rhododendron_canadense,0
Rhododendron_catawbiense,1
Rhododendron_cerasinum,1
Rhododendron_championiae,0
Rhododendron_edgeworthii,1
Rhododendron_farrerae,NA
Rhododendron_ferrugineum,0
Rhododendron_floccigerum,1
Rhododendron_forrestii,1
Rhododendron_fortunei,0
Rhododendron_fragariiflorum,0
Rhododendron_fulvum,1
Rhododendron_glischrum,1
Rhododendron_groenlandicum,0
Rhododendron_henryi,1
Rhododendron_hippophaeoides,1
Rhododendron_hirsutum,1
Rhododendron_impeditum,1
Rhododendron_indicum,0
Rhododendron_keleticum,0
Rhododendron_lapponicum,0
Rhododendron_lepidotum,0
Rhododendron_leptothrium,1
Rhododendron_lukiangense,1
Rhododendron_mariesii,1
Rhododendron_maximum,0
Rhododendron_monanthum,1
Rhododendron_moulmainense,1
Rhododendron_mucronulatum,0
Rhododendron_oldhamii,0
Rhododendron_ovatum,1
Rhododendron_ponticum,0
Rhododendron_racemosum,1
Rhododendron_roxieanum,1
Rhododendron_rubiginosum,1
Rhododendron_sinogrande,1
Rhododendron_smirnowii,1
Rhododendron_tapetiforme,1
Rhododendron_telmateium,1
Rhododendron_thomsonii,1
Rhododendron_tomentosum,0
Rhododendron_tsusiophyllum,0
